Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.03,0,0,0.05
Battle vs. Chess,PS3,N/A,Misc,TopWare Interactive,0,0.04,0,0.01,0.05
The Idolmaster: Gravure For You! Vol. 2,PS3,2011,Misc,Namco Bandai Games,0,0,0.05,0,0.05
Child of Light,PS4,2014,Role-Playing,Ubisoft,0,0.01,0.04,0,0.05
Lips: Deutsche Partyknaller,X360,2009,Misc,Microsoft Game Studios,0,0.04,0,0.01,0.05
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.01,0.03,0,0.01,0.05
Winter Sports 2011,PS3,2011,Sports,DTP Entertainment,0,0.04,0,0.01,0.05
Winning Post World,PS3,2009,Sports,Tecmo Koei,0,0,0.05,0,0.05
Steins;Gate 0,PS4,2015,Adventure,PQube,0,0,0.05,0,0.05
Adventure Time: Finn & Jake Investigations,XOne,2015,Action,Little Orbit,0.02,0.02,0,0,0.05
Winning Post 7 2013,PS3,2013,Sports,Tecmo Koei,0,0,0.05,0,0.05
Sengoku Basara 4: Sumeragi,PS4,2015,Action,Capcom,0,0,0.05,0,0.05
Hail to the Chimp,PS3,2008,Misc,Gamecock,0.05,0,0,0,0.05
Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,0.03,0.02,0,0,0.05
The History Channel: Great Battles - Medieval,PS3,N/A,Strategy,Slitherine Software,0,0.04,0,0.01,0.05
Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios,0.02,0.02,0,0,0.05
Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0,0.04,0,0.01,0.05
MXGP 2,XOne,2016,Racing,Milestone S.r.l.,0.02,0.02,0,0,0.05
Virtua Tennis 3,X360,2007,Sports,Sega,0.03,0.02,0,0,0.05
White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Adventure,Aqua Plus,0,0,0.05,0,0.05
Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,D3Publisher,0.02,0.02,0,0.01,0.05
Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0,0,0.05
NBA 2K17,PS3,2016,Sports,Take-Two Interactive,0.03,0.01,0,0.01,0.05
Secret Service,X360,2008,Action,Activision Value,0.04,0,0,0,0.05
Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05
Deadliest Catch: Alaskan Storm,X360,2008,Sports,Navarre Corp,0.04,0,0,0,0.05
Monster Hunter Frontier Online,PS3,N/A,Role-Playing,N/A,0,0,0.05,0,0.05
Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0,0.04,0,0.01,0.05
Rock of the Dead,PS3,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0,0.05
Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0,0,0.05
E.X. Troopers,PS3,2012,Shooter,Capcom,0,0,0.05,0,0.05
Handball 16,PS3,2015,Sports,Bigben Interactive,0,0.04,0,0.01,0.05
Rock Band Country Track Pack 2,X360,2011,Misc,MTV Games,0.04,0,0,0,0.05
Forza Motorsport 3: Ultimate Edition,X360,2010,Racing,Microsoft Game Studios,0,0.04,0,0.01,0.05
To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,0,0,0.05,0,0.05
National Geographic Challenge!,PS3,2011,Misc,Black Bean Games,0.01,0.03,0,0.01,0.05
Rain (2013),PS3,2013,Adventure,Sony Computer Entertainment,0,0,0.05,0,0.05
Utawarerumono: Itsuwari no Kamen,PS3,2015,Adventure,Aqua Plus,0,0,0.05,0,0.05
Game of Thrones (Telltale),PS4,2015,Adventure,Telltale Games,0.04,0,0,0.01,0.05
Fast & Furious: Showdown,X360,2013,Action,Activision,0,0.04,0,0,0.05
World Championship Poker: Featuring Howard Lederer - All In,X360,2006,Misc,Oxygen Interactive,0.04,0,0,0,0.05
Test Drive: Ferrari Legends,X360,2012,Racing,Atari,0.04,0,0,0,0.05
Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,0.04,0,0,0,0.05
Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.02,0,0.01,0.05
Rugby World Cup 2015,X360,2015,Sports,Ubisoft,0,0.04,0,0,0.05
Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,0.04,0,0,0,0.05
Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0,0.05
Arslan: The Warriors of Legend,PS3,2015,Action,Tecmo Koei,0,0,0.05,0,0.05
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,0.04,0,0,0,0.05
Yoru no Nai Kuni,PS3,2015,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05
Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0,0,0.01,0.05
Ape Escape,PS3,2010,Platform,Sony Computer Entertainment,0,0.03,0,0.01,0.05
Gray Matter,X360,2011,Adventure,DTP Entertainment,0,0.04,0,0.01,0.05
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016,Misc,Tecmo Koei,0,0,0.04,0,0.04
Dead Island Definitive Collection,XOne,2016,Action,Deep Silver,0.02,0.02,0,0,0.04
Rugby Challenge 3,PS3,2016,Sports,Alternative Software,0,0.04,0,0.01,0.04
Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.04
Puyo Puyo Tetris,PS3,2014,Puzzle,Sega,0,0,0.04,0,0.04
R.B.I. Baseball 2016,XOne,2016,Sports,MLB.com,0.04,0,0,0,0.04
Resident Evil Director's Cut,PS3,2006,Action,Capcom,0,0,0.04,0,0.04
White Album 2: Shiawase no Mukougawa,PS3,2012,Adventure,Aqua Plus,0,0,0.04,0,0.04
Painkiller: Hell & Damnation,PS3,2013,Shooter,Nordic Games,0.02,0.02,0,0.01,0.04
WSC Real 11: World Snooker Championship,X360,2011,Sports,Koch Media,0,0.04,0,0.01,0.04
Get Up and Dance,PS3,2011,Misc,O-Games,0.03,0.01,0,0,0.04
WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0,0,0,0.04
Mechanic Escape,PS3,2012,Platform,D3Publisher,0,0,0.04,0,0.04
Summer Athletics 2009,X360,2009,Sports,49Games,0,0.04,0,0,0.04
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013,Simulation,Namco Bandai Games,0,0,0.04,0,0.04
Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0,0,0,0.04
Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,0,0,0.04,0,0.04
Kamen Rider: Battride War Genesis,PS3,2016,Action,Namco Bandai Games,0,0,0.04,0,0.04
Hitman (2016),PS4,2016,Action,Square Enix,0,0.04,0,0.01,0.04
Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
7 Days to Die,XOne,2016,Action,Telltale Games,0.02,0.02,0,0,0.04
Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,0.04
The Wolf Among Us,X360,2011,Adventure,Telltale Games,0.01,0.03,0,0,0.04
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04
XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.01,0.02,0,0.01,0.04
PopCap Arcade Vol 1,X360,2007,Puzzle,PopCap Games,0.04,0,0,0,0.04
Winning Post World 2010,PS3,2010,Sports,Tecmo Koei,0,0,0.04,0,0.04
Summer Challenge: Athletics Tournament,PS3,2011,Sports,PQube,0,0.03,0,0.01,0.04
Gal*Gun,X360,2011,Shooter,Alchemist,0,0,0.04,0,0.04
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04
Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,0.03,0,0.01,0,0.04
Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0,0,0,0.04
Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0,0.03,0,0.01,0.04
Imabikisou,PS3,2007,Adventure,Sega,0,0,0.04,0,0.04
One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.01,0,0,0.04
Terraria,XOne,2014,Action,505 Games,0,0.04,0,0,0.04
The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012,Role-Playing,Falcom Corporation,0,0,0.04,0,0.04
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0,0,0.01,0.04
Deadliest Warrior: Ancient Combat,PS3,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04
Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0,0,0.04,0,0.04
Date A Live: Rine Utopia,PS3,2013,Adventure,Compile Heart,0,0,0.04,0,0.04
Surf's Up,PS3,2007,Sports,Ubisoft,0.03,0,0,0,0.04
Fritz Chess,PS3,2009,Strategy,Deep Silver,0,0.03,0,0.01,0.04
Shadow of the Colossus,PS3,2011,Action,Sony Computer Entertainment,0,0,0.04,0,0.04
Phantom Breaker,X360,2011,Fighting,5pb,0.02,0,0.02,0,0.04
Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04,0,0,0,0.04
Burnout Paradise: The Ultimate Box,X360,2009,Racing,Electronic Arts,0,0.03,0,0,0.04
Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0.02,0.02,0,0,0.04
BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,PQube,0,0,0.04,0,0.04
Romance of the Three Kingdoms 13,PS3,2015,Action,Tecmo Koei,0,0,0.04,0,0.04
SuperCar Challenge,PS3,2009,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04
Hyperdimension Neptunia Victory II,PS4,2015,Role-Playing,Idea Factory International,0,0,0.04,0,0.04
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0,0,0.04
Song of the Deep,XOne,2016,Action,Insomniac Games,0.03,0,0,0,0.04
Monster High: New Ghoul in School,X360,2015,Action,Little Orbit,0,0.04,0,0,0.04
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0,0.03,0,0.01,0.04
Superstars V8 Racing,PS3,2009,Racing,Black Bean Games,0,0.02,0,0.01,0.04
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.01,0,0.02,0,0.04
Don Bradman Cricket 14,XOne,2015,Sports,Tru Blu Entertainment,0,0.04,0,0,0.04
Shin Hayarigami,PS3,2014,Adventure,Nippon Ichi Software,0,0,0.04,0,0.04
Ski-Doo Snowmobile Challenge,X360,2009,Racing,Valcon Games,0.03,0,0,0,0.04
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,Adventure,Sony Computer Entertainment,0,0,0.04,0,0.04
DuckTales: Remastered,X360,2013,Action,Capcom,0.03,0,0,0,0.04
Resident Evil 6,XOne,2016,Shooter,Capcom,0.03,0,0,0,0.04
Warriors Orochi 3,XOne,2014,Action,Tecmo Koei,0.01,0.03,0,0,0.04
Ragnarok Odyssey,PS3,2014,Role-Playing,GungHo,0.03,0.01,0,0.01,0.04
World of Tanks,X360,N/A,Shooter,N/A,0,0.03,0,0,0.04
Monster Hunter Frontier Online: Season 9.0,X360,2010,Role-Playing,Capcom,0,0,0.04,0,0.04
NHL Legacy,PS3,2015,Action,Electronic Arts,0.03,0,0,0.01,0.04
Chaos;Head Noah,X360,2009,Adventure,5pb,0,0,0.04,0,0.04
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,Strategy,Aqua Plus,0,0,0.04,0,0.04
Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04
NHL 16,PS3,2015,Sports,Electronic Arts,0,0.03,0,0.01,0.04
Destiny: The Collection,XOne,2016,Shooter,Activision,0.01,0.02,0,0,0.04
Castlevania: Lords of Shadow - Reverie,PS3,2011,Action,Konami Digital Entertainment,0.02,0.01,0,0.01,0.04
Enchanted Arms (JP sales),PS3,2007,Role-Playing,Ubisoft,0,0,0.04,0,0.04
Espgaluda II Black Label,X360,2010,Shooter,Cave,0,0,0.04,0,0.04
Winter Sports 3: The Great Tournament,PS3,2010,Sports,Tradewest,0,0.03,0,0.01,0.04
Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0,0.03,0,0.01,0.04
Greg Hastings Paintball 2,PS3,2010,Shooter,Majesco Entertainment,0.03,0,0,0,0.04
Batman: A Telltale Game Series,PS4,2016,Adventure,Telltale Games,0.01,0.02,0,0.01,0.04
Fast & Furious: Showdown,PS3,2013,Action,Activision,0,0.03,0,0,0.03
Onechanbara Z Kagura,PS3,2013,Action,D3Publisher,0,0,0.03,0,0.03
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010,Misc,Unknown,0,0,0.03,0,0.03
Top Gun: Hard Lock,PS3,2012,Action,505 Games,0,0.03,0,0.01,0.03
XBLAZE Code: Embryo,PS3,2013,Adventure,Arc System Works,0.02,0,0.01,0,0.03
The Idolmaster: Gravure For You! Vol. 4,PS3,2012,Misc,Namco Bandai Games,0,0,0.03,0,0.03
Resident Evil 4 HD,PS4,2016,Shooter,Capcom,0.03,0,0,0.01,0.03
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0,0.03,0,0,0.03
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012,Misc,Fields,0,0,0.03,0,0.03
Rapala Tournament Fishing!,X360,2006,Sports,Activision,0.03,0,0,0,0.03
Wangan Midnight,PS3,2007,Racing,Genki,0,0,0.03,0,0.03
Suzumiya Haruhi no Tsuisou,PS3,2011,Adventure,Namco Bandai Games,0,0,0.03,0,0.03
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016,Misc,Tecmo Koei,0,0,0.03,0,0.03
MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0,0.01,0.03
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.02,0.01,0,0,0.03
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011,Strategy,Nippon Ichi Software,0,0,0.03,0,0.03
Game of Thrones (Telltale),X360,2015,Adventure,Telltale Games,0.02,0.01,0,0,0.03
K-On! After School Live!! HD Ver.,PS3,2012,Action,Sega,0,0,0.03,0,0.03
Dream C Club Zero,X360,2011,Simulation,D3Publisher,0,0,0.03,0,0.03
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.03,0,0,0.01,0.03
Summer Athletics: The Ultimate Challenge,X360,2008,Sports,DTP Entertainment,0.02,0.01,0,0,0.03
Clannad,PS3,2011,Adventure,Prototype,0,0,0.03,0,0.03
Rugby League Live 3,PS3,2015,Action,Tru Blu Entertainment,0,0.03,0,0,0.03
Ukiyo no Shishi,PS3,2015,Action,Namco Bandai Games,0,0,0.03,0,0.03
Crash Time: Autobahn Pusuit,X360,2008,Racing,RTL,0.03,0,0,0,0.03
Super Hero Generation,PS3,2014,Role-Playing,Namco Bandai Games,0,0,0.03,0,0.03
.hack: Sekai no Mukou ni + Versus,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03
Accel World: Ginyoku no Kakusei,PS3,2012,Adventure,Namco Bandai Games,0,0,0.03,0,0.03
Majesty 2: The Fantasy Kingdom Sim,X360,N/A,Simulation,Unknown,0.03,0,0,0,0.03
PopCap Arcade Vol 2,X360,2009,Misc,PopCap Games,0.03,0,0,0,0.03
Battle vs. Chess,X360,2011,Misc,TopWare Interactive,0,0.03,0,0,0.03
Dragon's Dogma Online,PS3,2015,Role-Playing,Capcom,0,0,0.03,0,0.03
Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015,Role-Playing,Tecmo Koei,0,0,0.03,0,0.03
SingStar Chartbreaker,PS3,2009,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03
Pro Yakyuu Spirits 5 Kanzenban,PS3,2008,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03
SingStar Fussballhits,PS3,2010,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03
Chaos;Head - Love Chu*Chu!,X360,2010,Adventure,5pb,0,0,0.03,0,0.03
Mushihimesama Futari Ver 1.5,X360,2009,Shooter,Cave,0,0,0.03,0,0.03
JoJo's Bizarre Adventure: Eyes of Heaven,PS3,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03
Hajime no Ippo: The Fighting! (2014),PS3,2014,Sports,Namco Bandai Games,0,0,0.03,0,0.03
Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Role-Playing,Sega,0,0,0.03,0,0.03
Otomedius Gorgeous,X360,2008,Shooter,Konami Digital Entertainment,0,0,0.03,0,0.03
Super Heroine Chronicle,PS3,2014,Role-Playing,Namco Bandai Games,0,0,0.03,0,0.03
Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0,0,0.03,0,0.03
MotoGP 15,XOne,2015,Racing,Milestone S.r.l.,0,0.03,0,0,0.03
World Sports Competition,PS3,2009,Sports,Hudson Soft,0.02,0,0,0.01,0.03
Summon Night 6: Lost Borders,PS4,2016,Action,Namco Bandai Games,0,0,0.03,0,0.03
Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010,Action,Tecmo Koei,0,0,0.03,0,0.03
Dennou Senki Virtual-On Force,X360,2010,Fighting,Sega,0,0,0.03,0,0.03
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.01,0.02,0,0,0.03
Cabela's Big Game Hunter: Pro Hunts,PS3,2014,Shooter,Activision,0.03,0,0,0,0.03
Senko no Ronde DUO,X360,2010,Fighting,G.Rev,0,0,0.03,0,0.03
The Idolmaster: Gravure For You! Vol. 5,PS3,2012,Misc,Namco Bandai Games,0,0,0.03,0,0.03
Muv-Luv Alternative: Total Eclipse,PS3,2013,Simulation,5pb,0,0,0.03,0,0.03
Monster Hunter Frontier Online: Season 10,X360,2011,Role-Playing,Capcom,0,0,0.03,0,0.03
Kung Fu Panda: Showdown of Legendary Legends,X360,2015,Action,Little Orbit,0,0.03,0,0,0.03
Let's Dance with Mel B,PS3,2011,Sports,Black Bean Games,0,0.02,0,0.01,0.03
Worms,PS3,2009,Strategy,Sony Computer Entertainment,0,0.02,0,0.01,0.03
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Misc,Konami Digital Entertainment,0,0,0.03,0,0.03
Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0,0,0.03,0,0.03
NatGeo Challenge! Wild Life,X360,2010,Misc,Black Bean Games,0,0.02,0,0,0.03
Game of Thrones (Telltale),XOne,2015,Adventure,Telltale Games,0.03,0,0,0,0.03
Rugby League Live,PS3,2010,Sports,Home Entertainment Suppliers,0,0.02,0,0.01,0.03
Attack on Titan (KOEI),XOne,2016,Action,Tecmo Koei,0.01,0.01,0,0,0.03
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011,Misc,Unknown,0,0,0.03,0,0.03
Rugby League Live 3,X360,2015,Action,Tru Blu Entertainment,0,0.03,0,0,0.03
Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios,0.03,0,0,0,0.03
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0,0,0.03,0,0.03
DeathSmiles II,X360,2010,Shooter,Cave,0,0,0.03,0,0.03
PopCap Hits! Vol 2,X360,2011,Misc,Mastertronic,0,0.03,0,0,0.03
Rugby League Live,X360,2010,Sports,Home Entertainment Suppliers,0,0.02,0,0,0.03
Onechanbara Z Kagura,X360,2012,Action,D3Publisher,0,0,0.03,0,0.03
The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03
Ghostbusters (2016),PS4,2016,Action,Activision,0.02,0,0,0.01,0.03
Samurai Warriors 2,PS3,2013,Action,Tecmo Koei,0,0,0.03,0,0.03
Biohazard: Revival Selection,X360,2011,Action,Capcom,0,0,0.03,0,0.03
The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0,0,0.03,0,0.03
Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom,0,0,0.03,0,0.03
Aegis of Earth: Protonovus Assault,PS3,2016,Action,PQube,0.01,0.01,0,0,0.03
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0,0.02,0,0,0.03
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03
Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,0.02,0,0,0.01,0.03
The Golf Club,XOne,2014,Sports,Unknown,0.02,0,0,0,0.03
Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb,0,0,0.03,0,0.03
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0,0,0,0.03
Clannad,X360,2008,Adventure,Prototype,0,0,0.03,0,0.03
Captain Morgane and the Golden Turtle,PS3,2012,Adventure,Reef Entertainment,0,0.02,0,0.01,0.03
Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0,0,0.03,0,0.03
Alien Breed Trilogy,X360,2011,Shooter,Mastertronic,0,0.02,0,0,0.03
Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0,0,0.03,0,0.03
Steins;Gate 0,PS3,2015,Adventure,5pb,0,0,0.03,0,0.03
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0,0.02,0,0,0.03
Capcom Digital Collection,X360,2012,Action,Capcom,0.02,0.01,0,0,0.03
Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,Capcom,0,0,0.03,0,0.03
Back to the Future: The Game,X360,2015,Adventure,Telltale Games,0.02,0.01,0,0,0.03
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0,0,0.03,0,0.03
The Peanuts Movie: Snoopy's Grand Adventure,X360,2015,Action,Activision,0,0.02,0,0,0.03
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,0,0,0.03,0,0.03
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.02,0,0,0,0.03
Ghostbusters (2016),XOne,2016,Action,Activision,0.02,0,0,0,0.02
DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,5pb,0,0,0.02,0,0.02
The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,N/A,Adventure,N/A,0,0,0.02,0,0.02
No More Heroes: Heroes' Paradise,X360,2010,Action,Marvelous Interactive,0,0,0.02,0,0.02
Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016,Action,Namco Bandai Games,0,0.02,0,0,0.02
Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Role-Playing,Acquire,0,0,0.02,0,0.02
Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0,0.02,0,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
The Voice,PS3,2014,Action,Activision,0.02,0,0,0,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
Blade Arcus from Shining EX,PS4,2015,Fighting,Sega,0,0,0.02,0,0.02
Rapala for Kinect,X360,2011,Sports,Activision,0,0.02,0,0,0.02
Rugby Challenge 3,X360,2016,Sports,Alternative Software,0,0.02,0,0,0.02
11eyes: CrossOver,X360,2009,Adventure,5pb,0,0,0.02,0,0.02
Serious Sam HD: Gold Edition,X360,2011,Shooter,Mastertronic,0,0.02,0,0,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02
Cross Channel: In Memory of All People,X360,2011,Adventure,CyberFront,0,0,0.02,0,0.02
PDC World Championship Darts: Pro Tour,X360,2010,Sports,O-Games,0,0.02,0,0,0.02
Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.02,0,0.02
Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5pb,0,0,0.02,0,0.02
NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0.02,0,0,0,0.02
Castlevania: Lords of Shadow - Reverie,X360,2011,Action,Konami Digital Entertainment,0.02,0,0,0,0.02
Dunamis 15,PS3,2011,Adventure,5pb,0,0,0.02,0,0.02
Ride,X360,2015,Racing,Milestone S.r.l.,0,0.02,0,0,0.02
Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0,0,0.02
Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0,0.02,0,0,0.02
Enchanted Arms (JP sales),X360,2006,Role-Playing,Ubisoft,0,0,0.02,0,0.02
Blade Arcus from Shining EX,PS3,2015,Fighting,Sega,0,0,0.02,0,0.02
Indianapolis 500 Evolution,X360,2009,Racing,Zushi Games,0.02,0,0,0,0.02
Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0,0.02,0,0.01,0.02
428: Fuusa Sareta Shibuya de,PS3,2009,Adventure,Spike,0,0,0.02,0,0.02
Rugby World Cup 2015,XOne,2015,Sports,Ubisoft,0,0.02,0,0,0.02
Winning Post 8 2015,PS3,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0,0,0,0.02
Zillions of Enemy X: Zetsukai no Crusade,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
Kung Fu Panda: Showdown of Legendary Legends,PS3,2015,Action,Little Orbit,0,0.02,0,0,0.02
Love Once: Mermaid's Tears,PS3,2011,Adventure,Unknown,0,0,0.02,0,0.02
PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Misc,Irem Software Engineering,0,0,0.02,0,0.02
Motto! SoniComi,PS3,2014,Simulation,Kadokawa Games,0,0,0.02,0,0.02
Darksiders,PS3,2010,Action,THQ,0.01,0.01,0,0,0.02
Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0,0.02,0,0,0.02
Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,0,0.02,0,0,0.02
Winter Sports 2011,X360,2011,Sports,DTP Entertainment,0,0.02,0,0,0.02
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010,Adventure,Alchemist,0,0,0.02,0,0.02
Dance! It's Your Stage,PS3,2011,Misc,DTP Entertainment,0,0.02,0,0.01,0.02
The Idolmaster: Gravure For You! Vol.9,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
Date A Live: Arusu Install,PS3,2014,Adventure,Compile Heart,0,0,0.02,0,0.02
